,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
773,038 73 61 83,038 73 61 82,communnedebenibechir@willayadeskika-dz.com,,APC BENI BECHIR,Beni Bechir,Ramdane Djamel,Skikda,Algeria,6543280
774,038.97.45.50,038.97.45.50,,,SALAH BOUCHAOUR,Salah Bouchaour,El Harrouch,Skikda,Algeria,6543299
775,038.73.76.27,038.73.76.27,commune-tamalous@yahoo.fr,,TAMALOUS CENTRE,Tamalous,Tamalous,Skikda,Algeria,6543301
776,038.73.31.50/ 038.73.31.51/ 038.73.33.20 ,038.73.39.20 038.73.39.21,apc.ainkachera@yahoo.com,,AIN KECHRA CENTRE,Ain Kechra,Ain Kechra,Skikda,Algeria,6543277
777,038.71.10.70/ 038.71.10.10/ 038.71.10.17/ 038.71.10.60  ,038.71.10.70 038.71.10.60  ,apcoumtoub28@gmail.com,,BOULVARD MESSAOUD BOUDJARIOU,Oum Toub,Oum Toub,Skikda,Algeria,6543297
778,038.98.30.48,038.98.30.51,communedebinelouiden@gmail.com,,BIN ELOUIDENE CENTRE,Bin El Ouiden,Tamalous,Skikda,Algeria,6543283
779,038.94.45.81,038.94.46.02,apcfilfila@gmail.com,,APC FILFILA CENTRE,Filfila,Skikda,Skikda,Algeria,5174375
780,038.90.21.26,038.90.21.75,apc.cheraia@yahoo.fr,,CITE SAID BYOUD,Cheraia,Collo,Skikda,Algeria,6407346
781,038.91.31.06 038.91.31.51,038.91.31.06 038.91.31.51,apckanoua213@gmail.com,,APC KANOUA DAIRA ZITOUNA,Kanoua,Zitouna,Skikda,Algeria,6407549
782,038.98.92.04 038.98.91.04 038.98.92.12 038.98.91.23 ,038.98.91.04,communedelaghdir@wilayadeskikda-dz.com,,RUE 1NOVEMBRE1954 LAGHDIR,El Ghedir,Azzaba,Skikda,Algeria,6543285
783,038.73.41.42,038.73.41.08 ,communedebouchetata@wilayadeskikda-dz.com,,COMMUNE BOUCHETATA,Bouchtata,El Hadaiek,Skikda,Algeria,6543284
784,038.91.91.03 038.91.91.02 038.91.91.65 ,038.91.91.03  038.91.91.65 ,ouldjaboulbalout@gmail.com,,CUMMUNE OULDJA BOULBALOUT CODE POSTAL N°21059,Ouldja Boulballout,Ain Kechra,Skikda,Algeria,6543294
785,038.91.81.07  038.91.81.08 038.91.81.09 ,038.91.91.08 038.91.81.09,inf2036@gmail.com,,KHENAK MAYOUNE CENTRE,Khenag Maoyun,Ouled Attia,Skikda,Algeria,6543292
786,038.93.56.80,038.93.53.25,apchamadikrouma@gmail.com,,APC HAMADI KROUMA,Hammadi Krouma,Skikda,Skikda,Algeria,6543290
787,038.97.21.20 038.97.22.55,038.97.22.55,www.elmarsa@yahoo.com,,COMMUNE ELMARSA DAIRA BEN AZZOUZ,El Marsa,Ben Azzouz,Skikda,Algeria,5170284
788,048 74 13 39 - 048 74 25 60,048 74 28 78,mhamedbouaricha@gmail.com,,BOULEVARD DE LA REPUBLIQUE,Sidi Bel-Abbes,Sidi Bel Abbes,Sidi Bel-Abbes,Algeria,2361464
789,048 68 93 69,048 68 91 60,,,RUE LIEUTENANT ABDELKRIM,Tessala,Tessala,Sidi Bel-Abbes,Algeria,6662016
790,048 68 34 37- 048 68 34 38,048 68 34 39,,,RUE EMIR ABDELAKDER,Sidi Brahim,Ain El Berd,Sidi Bel-Abbes,Algeria,6662004
791,048 71 61 11,048 71 61 14,,,RUE FARCH YOUB,Mostefa  Ben Brahim,Mostefa  Ben Brahim,Sidi Bel-Abbes,Algeria,6661993
792,048 78 74 98- 048 78 74 27,048 78 78 68-048 78 79 67,telagh-le@hotmail.com,,RUE MOHAMED KHEMISTI,Telagh,Telagh,Sidi Bel-Abbes,Algeria,6662015
793,048 67 81 05,048 67 84 78,,,RUE MOHAMED KHEMISTI,Mezaourou,Telagh,Sidi Bel-Abbes,Algeria,6661992
794,048 70 82 60,048 70 80 48,,,RUE ZOUAOUI BELHADJ,Boukhanafis,Sidi Ali Ben Youb,Sidi Bel-Abbes,Algeria,6661981
795,048 53 31 24,048 53 31 01,,,RUE MESTARI KOUIDER,Sidi Ali Boussidi,Sidi Ali Boussidi,Sidi Bel-Abbes,Algeria,6662003
796,048 73 01 21,048 73 05 86,apcelmokrani@gmail.com,,N° 52 RUE EL AMIR ABDEKADER,Badredine El Mokrani,Ben Badis,Sidi Bel-Abbes,Algeria,6661975
797,048 67 31 25,048 67 33 24,,,RUE MOHAMMED BOUDIAF,Marhoum,Marhoum,Sidi Bel-Abbes,Algeria,6661990
798,048 63 61 01,048 63 61 79,communedetefessour@gmail.com,,RUE BOUCIF BENAOUMEUR,Tafissour,Merine,Sidi Bel-Abbes,Algeria,6662012
799,040 41 02 91 ,048 71 00 24,,,APC AMARNAS,Amarnas,Sidi Lahcene,Sidi Bel-Abbes,Algeria,6661969
800,048 68 62 71,048 68 62 71,,,PLACE ELMITHAK,Tilmouni,Mostefa  Ben Brahim,Sidi Bel-Abbes,Algeria,6662017
801,048 70 74 19 ,048 70 74 30 ,,,RUE NACER ABDELKADER,Sidi Lahcene,Sidi Lahcene,Sidi Bel-Abbes,Algeria,6662009
802,048 68 20 27,048 68 20 30,,,RUE SI FAYCAL,Ain Thrid,Tessala,Sidi Bel-Abbes,Algeria,6661973
803,048 68 01 56,048 68 01 05,,,RUE MAAROUF MAAZOUZ,Makedra,Ain El Berd,Sidi Bel-Abbes,Algeria,6661989
804,048 71 21 86,048 71 21 87,,,N° 86 RUE TOUMI LAKHDAR,Tenira,Tenira,Sidi Bel-Abbes,Algeria,6662018
805,048 78 43 10- 048 78 44 43,048 78 43 10,,,RUE BEDAHOU AMARA,Moulay Slissen,Moulay Slissen,Sidi Bel-Abbes,Algeria,6661994
806,048 78 31 07,048 78 31  07,,,RUE BELAHCEN,El Hacaiba,Moulay Slissen,Sidi Bel-Abbes,Algeria,6661984
807,048 73 83 00,048 73 80 80,baladia222@gmail.com,,RUE KEBIR OTMANE,Hassi Zahana,Ben Badis,Sidi Bel-Abbes,Algeria,6661986
808,048 73 50 53,048 73 53 56,,,RUE ZINE EL  ABIDINE,Tabia,Sidi Ali Ben Youb,Sidi Bel-Abbes,Algeria,6662011
809,048 67 12 68,048 67 12 81,communedemerine@gmail.com,,N° 16 RUE BENCHRIF MOIKHFI,Merine,Merine,Sidi Bel-Abbes,Algeria,6661991
810,048 78 87 67,048 78 89 05,,,RUE FARRADJI ABDELKADER,Ras El Ma,Ras El Ma,Sidi Bel-Abbes,Algeria,6661998
811,048 67 51 09,048 67 51 09,,,RUE BEDAHOU AMARA,Ain Tindamine,Moulay Slissen,Sidi Bel-Abbes,Algeria,6661974
812,048 64 81 67,048 64 81 68,communeainkadda@gmail.com,,RUE ZERRAFA AHMED,Ain Kada,Sidi Ali Boussidi,Sidi Bel-Abbes,Algeria,6661972
813,048 79 07 20- 048 79 07 21,048 79 07 20,,,RUE AMIROUCHE OKBA,M'Cid,Sfisef,Sidi Bel-Abbes,Algeria,6661988
814,048 74 51 84,048 74 51 84,,,RUE BELHADJ MOHAMED,Sidi Khaled,Sidi Lahcene,Sidi Bel-Abbes,Algeria,6662008
815,048 66 01 29,048 66 05 49,apc-ain-elberd-2228@hotmail.com,,RUE MOHAMED KHEMISTI,Ain El Berd,Ain El Berd,Sidi Bel-Abbes,Algeria,6661971
816,048 79 50 25- 048 79 50 26,048 79 50 20-048 79 50 21,,,RUE LARBI BEN MHIDI,Sfisef,Sfisef,Sidi Bel-Abbes,Algeria,6662001
817,048 60 51 02,048 60 51 15,,,MACTAA  DAR SEBAA,Ain- Adden,Sfisef,Sidi Bel-Abbes,Algeria,6661970
818,048 63 91 02,048 63 91 01,apctaourira@gmail.com,,N° 02 RUE DJEMAMAA ABDELKADER,Oued Taourira,Merine,Sidi Bel-Abbes,Algeria,6661997
819,048 68 96 10,048 68 96 11,,,RUE EMIR ABDELKADER,Dhaya,Telagh,Sidi Bel-Abbes,Algeria,6661983
820,048 68 81 91-048 68 82 00,048 68 81 91,zerouala.2233@hotmail.com,,RUE 1ER NOVEMBRE,Zerouala,Mostefa  Ben Brahim,Sidi Bel-Abbes,Algeria,6662019
821,048 73  45 97,048 73 41 86,,,RUE SEHLI YOUCEF,Lamtar,Sidi Ali Boussidi,Sidi Bel-Abbes,Algeria,6661987
822,048 67 40 08,048 67 40 09,,,RUE MESSAOUDI MILOUD,Sidi Chaib,Marhoum,Sidi Bel-Abbes,Algeria,6662005
823,048 64 32 23,048 64 31 05,,,RUE BELHOUCINE MUSTAPHA,Sidi Dahou Zairs,Sidi Ali Boussidi,Sidi Bel-Abbes,Algeria,6662006
824,048 67 72 23,048 67 71 05,,,RUE SKOUDARLI KOUIDER,Oued Sebaa,Ras El Ma,Sidi Bel-Abbes,Algeria,6661995
825,048 63 31 05,048 63 31 22,,,RUE LOUISSI AHMED,Boudjebaa El Bordj,Sfisef,Sidi Bel-Abbes,Algeria,6661980
826,048 68 21 94,048 68 21 94,,,RUE CHENNAH BEN ATTOU,Sehala Thaoura,Tessala,Sidi Bel-Abbes,Algeria,6662000
827,048 61 51 86,048 61 51 84,,,RUE SI ABDELATIFE,Sidi Yacoub,Sidi Lahcene,Sidi Bel-Abbes,Algeria,6662010
828,048 71 31 72,048 71 31 72,,,RUE DE LA MOSQUEE,Sidi Hamadouche,Ain El Berd,Sidi Bel-Abbes,Algeria,6662007
829,048 79 72 82,048 79 72 80,,,RUE DES FRERES BRAHIMI,Belarbi,Mostefa  Ben Brahim,Sidi Bel-Abbes,Algeria,6661976
830,048 79 61 55,048 79 61 55,,,N° 24 RUE MENHOUM EL HADJ,Oued Sefioun,Tenira,Sidi Bel-Abbes,Algeria,6661996
831,048 67 41 48,048 67 41 48,,,RUE ZIADI AHMED,Teghalimet,Telagh,Sidi Bel-Abbes,Algeria,6662014
832,048 73 61 10- 048 73 63 02,048 73 63 02,apcbenbadis02245@hotamail.com,,RUE BENDAHOU AMARA,Ben Badis,Ben Badis,Sidi Bel-Abbes,Algeria,6661977
833,048 73 11 34,048 73 12 62,,,RUE DAHMANE MOHAMED,Sidi Ali Benyoub,Sidi Ali Ben Youb,Sidi Bel-Abbes,Algeria,6662002
834,048 73 71 72,048 73 72 76,apc.chetouan.2247@gmail.com,,RUE MORSLI ABDELLAH,Chetouane Belaila,Ben Badis,Sidi Bel-Abbes,Algeria,6661982
835,048 67 18 01 ,048 67 10 93,,,RUE CHOHADA,Bir El Hammam,Marhoum,Sidi Bel-Abbes,Algeria,6661979
836,048 58 01 03,048 58 01 03,communedetaoudmout@gmail.com,,N° 01 L'ARMEE DE LIBERATION,Taoudmout,Merine,Sidi Bel-Abbes,Algeria,6662013
837,048 67 79 02,048 67 70 95,kouidermamouni77@gamil.com,,RUE ZAIDI ALI,Redjem Demouche,Ras El Ma,Sidi Bel-Abbes,Algeria,6661999
838,048 79 91 41 ,048 79 91 91,,,N° 01 RUE ORFI ABDELMOULA,Benachiba Chelia,Tenira,Sidi Bel-Abbes,Algeria,6661978
839,048 68 11 07,048 63 11 48,,,RUE LARBI BEN MHIDI,Hassi Dahou,Tenira,Sidi Bel-Abbes,Algeria,6661985
840,038 86 32 61,038 86 56 40,hotel de ville annaba @gmail.com,,cours de la revolution annaba,Annaba,Annaba,Annaba,Algeria,1616109
841,038 87 80 63,038 87 86 95,apcberrahal2302@gmail .com,,rue 01nouvembre berrahal,Berrahal,Berrahal,Annaba,Algeria,1616145
842,038 89 17 09,038 89 17 13,apc-elhadjar @ hotmail. fr,,rue ziroud youcef,El Hadjar,El Hadjar,Annaba,Algeria,1616094
843,038 89 81 73,038 89 81 73,,,el eulma centre,El Eulma,Ain El Berda,Annaba,Algeria,1616083
844,038 58 40 77 / 038 58 40 70,038 58 40 74,,www.apc.elbouni.onlc.fr/,cite 01 nouvembre 1954,El Bouni,El Bouni,Annaba,Algeria,1616108
845,038 81 81 65,038 81 80 91,,,oued el aneb centre,Oued El Aneb,Berrahal,Annaba,Algeria,1616122
846,038 89 71 05,038 89 71 33,,,cheurfa centre,Cheurfa,Ain El Berda,Annaba,Algeria,1616091
847,038 86 41 14 ,038 86 41 14,apcseraidi@gmail.com,page facebook:بلدية سرايدي,rue tabet hocine,Seraidi,Annaba,Annaba,Algeria,1616121
848,038 49 00 65,038 49 02 20,,,ain el berda centre,Ain El Berda,Ain El Berda,Annaba,Algeria,1616090
849,038 87 01 02,038 87 03 05,,,chetaibi centre,Chetaibi,Chetaibi,Annaba,Algeria,1616147
850,038 87 20 16,038 87 15 31,,,cite 500 logements,Sidi Amar,El Hadjar,Annaba,Algeria,1616146
851,038 85 32 50 ,038 85 33 64,,,treat centre,Treat,Berrahal,Annaba,Algeria,1616127
852,037 26 75 49,037 26 75 53,,,avenue abdaoui abdelhamid,Guelma,Guelma,Guelma,Algeria,6537637
853,037 19 43 96,037 19 45 95,apc.nechmaya@gmail.com,,rue salah bouaicha,Nechmaya,Guelaat Bousbaa,Guelma,Algeria,6537644
854,037 13 72 91,037 13 72 88,,,rue rabah zeroual,Bouati Mahmoud,Heliopolis,Guelma,Algeria,6537628
855,037 27 51 77,037 27 51 79,apc_ouedzenati@yahoo.fr,,rue premier novembre 1954,Oued Zenati,Oued Zenati,Guelma,Algeria,6537646
856,037 27 91 06,037 27 91 76,,,rue eldjamhouria n°63,Tamlouka,Ain Makhlouf,Guelma,Algeria,6537650
857,037 12 22 31,037 12 22 33,oued fragha_2406apc@yahoo.com,,rue benbadiss,Oued Fragha,Bouchegouf,Guelma,Algeria,6537645
858,037 25 71 02,037 25 71 50,ain_ sandel2407@yahoo.com,,ain souda cntre,Ain Sandel,Khezaras,Guelma,Algeria,6537623
859,037 28 11 33,03728 11 78,raslagbaapc@gmail.com,,cite chrif bouchlagham,Ras El Agba,Ain Hessainia,Guelma,Algeria,6537647
860,037 29 01 01,037 29 01 25,,,rue hemayzia sadek,Dahouara,Hammam N'Bails,Guelma,Algeria,6537633
861,037 14 70 77,037 14 70 79,apc2410@yahoo.fr,,cite bouchahad amar,Belkheir,Guelaat Bousbaa,Guelma,Algeria,6674817
862,037 25 23 06,037 25 24 79,apcbendjerrah@gmail.com,,cite amiar omar,Bendjarah,Guelma,Guelma,Algeria,6537625
863,037 25 91 05,037 25 91 00,abouhamdene24@gmail.com,,rue zarrouk mohamed n° 01,Bou Hamdane,Hammam Debagh,Guelma,Algeria,6537631
864,037 28 45 15,037 28 45 11,communeainmakhlouf@gmail.com,,rue zrif makhlouf n°32,Ain Makhlouf,Ain Makhlouf,Guelma,Algeria,6537621
865,037 12 81 15,037 12 81 17,,,rue nouadria talhi,Ain Ben Beida,Bouchegouf,Guelma,Algeria,6537618
866,037 13 03 45,037 13 03 49,,,lotissement communal n°03,Khezara,Khezara,Guelma,Algeria,6537641
867,037 25 61 35,037 25 62 60,apc.benimezline@gmail.com,,rue bendhafar ahmed n°28,Beni Mezline,Guelaat Bousbaa,Guelma,Algeria,6537626
868,037 25 82 35,037 25 81 40,bouhachana2417@yahoo.fr,,commune centre,Bou Hachana,Khezaras,Guelma,Algeria,6537630
869,037 19 31 43,037 19 31 44,apcgbs@gmail.com,,route nationale n°21,Guelaat Bou Sbaa,Guelaat Bousbaa,Guelma,Algeria,6537636
870,037 22 80 81,037 22 89 25,,,rue aissa latrach n° 49,Hammam Debagh,Hammam Debagh,Guelma,Algeria,6537638
871,037 13 64 52,037 13 46 53,,,cite zerrari khemissi,El Fedjoudj,Heliopolis,Guelma,Algeria,6537635
872,037 28 01 12,037 28 01 06,apcbordjsabath@gmail.com,,rue zanati khecha,Bordj Sabat,Oued Zenati,Guelma,Algeria,6537627
873,037 22 02 01,037 22 02 11,hammamnbails_commune@yahoo.fr,,rue bouaziz sebti,Hammam N'Bail,Hammam N'Bails,Guelma,Algeria,6537639
874,037 28 52 23,037 28 50 19,apc163@yahoo.com,,cite 05 juillet  n°01,Ain Larbi,Ain Makhlouf,Guelma,Algeria,6537620
875,037 21 81 67,037 21 84 32,,,rue mohamed siyabn°02,Medjez Amar,Ain Hessainia,Guelma,Algeria,6537642
876,037 22 62 29,037 2260 38,,,rue 24 fevrier 1971,Bouchegouf,Bouchegouf,Guelma,Algeria,6537629
877,037 13 43 45,037 13 43 44,heliopolis_commune@hotmail.fr,,rue mohamed khemisti,Heliopolis,Heliopolis,Guelma,Algeria,6537640
878,037 24 11 88,037 24 14 92,,,rue kaddeche abdelhamid,Houari Boumediene,Ain Hessainia,Guelma,Algeria,6674818
879,037 16 33 43,037 16 33 43,apcroknia@gmail.com,,rue 20 aout 55 n° 93,Roknia,Hammam Debagh,Guelma,Algeria,6537648
880,037 28 61 46,037 28 63 03,,,rue abdelkader harrouche,Sellaoua Announa,Ain Hessainia,Guelma,Algeria,6537649
881,037 29 31 20,037 29 32 63,,,rue nouaouria rabah,Medjez Sfa,Bouchegouf,Guelma,Algeria,6537643
882,03722 24 11,037 22 23 17,,,rue premier novembre 1954,Boumahra Ahmed,Guelaat Bousbaa,Guelma,Algeria,6537632
883,037 28 21 02,037 28 21 25,apcar24320@gmail.com,,rue salah tifouti,Ain Regada,Oued Zenati,Guelma,Algeria,6537622
884,037 23 03 01,037 23 02 02,communeouedcheham@yahoo.fr,,rue messaadia elayachi,Oued Cheham,Hammam N'Bails,Guelma,Algeria,6674824
885,037 25 31 08,037 25 31 10,,,rue 19 mars 1962,Djeballah Khemissi,Guelaat Bousbaa,Guelma,Algeria,6537634
886,31874355,31642644,,,6 boulevard zighoud youcef constantine,Constantine,Constantine,Constantine,Algeria,2245418
887,31840680,31840673,,,boulevard arme liberation nationale hamma bouziane,Hamma Bouziane,Hamma Bouziane,Constantine,Algeria,4434597
888,31982661,31982198,,,Rue Malki Salah ben badis,Ben Badis,Ain Abid,Constantine,Algeria,4437665
889,31919012,31910720,,,Boulevard de l' independence zighoud youcef,Zighoud Youcef,Zighoud Youcef,Constantine,Algeria,4437759
890,31908249,31906069,apc.didouchemourad@gmail.com,,RUE ZIGHOUD YOUCEF DIDOUCHE MOURAD,Didouche Mourad,Hamma Bouziane,Constantine,Algeria,4437720
891,31758044,31758047,,,boulevard Hadjadj Bachir elkhroub,El Khroub,El Khroub,Constantine,Algeria,4437507
892,31816427,31816600,,,Boulevard Awane Rabah ain abid,Ain Abid,Ain Abid,Constantine,Algeria,4437624
893,031868118/19/20,031868119/20,apcbenihamidene85@gmail.com,,21 RUE ALN BENI HMIDENE,Beni Hamidane,Zighoud Youcef,Constantine,Algeria,4437758
894,031689385/86/43,031689385/43,,,Commune Ouled Rahmoune Centre,Ouled Rahmoun,El Khroub,Constantine,Algeria,4437575
895,31974296,31972224,,,Boulevard Ali Djebbar Ain Smara Centre,Ain Smara,El Khroub,Constantine,Algeria,4434146
896,31879400,31879401,,,boulevard arme liberation nationale boudjeriou messaoud,Messaoud Boudjeriou,Ibn Ziad,Constantine,Algeria,4437319
897,31815251,31815254,apcibnziad2512@gmail.com,,Boulevard 1ere Novembre IBN ZIAD,Ibn Ziad,Ibn Ziad,Constantine,Algeria,4437296
898,025 78 20 40 ,025 78 35 64,contact@apcmedea.dz,www.apcmedea.dz,rue 05 juillet,Medea,Medea,Medea,Algeria,2563082
899,025 79 71 95,025 79 73 39,apc2602ouzera@gmail.com,,ouzera,Ouzera,Ouzera,Medea,Algeria,2586879
900,025 68 42 17,025 68 43 00,ouledmaaref26@gmail.com,,rue de benboumziraatallah,Ouled Maaraf,Ain Boucif,Medea,Algeria,2907908
901,025 70 11 55 /025 70 12 88,025 70 12 88,aainboucif2604@gmail.com,,rue boudehri abderhmene,Ain Boucif,Ain Boucif,Medea,Algeria,2903605
902,025 72 48 04,025 72 48 02,apc.aissaouia@gmail.com,,aissaouia centre,Aissaouia,Tablat,Medea,Algeria,2962879
903,025 71 31 03,025 71 31 08,apc.ouleddeid@gmail.com,,commune ouled deid,Ouled Deid,Berrouaghia,Medea,Algeria,2594929
904,025 76 37 71,025 76 32 53,elomariacommune@gmail.com,,rue diafi amar -el omaria,El Omaria,El Omaria,Medea,Algeria,2588517
905,025 68 91 02,025 68 92 33,apcderrag@gmail.com,,"45 ,boulvard bourkia boulanouar - derrag centre",Derrag,Aziz,Medea,Algeria,2434897
906,025 75 81 82,025 75 82 29,apcgek@gmail.com,,siége commune el guelbe el kebir,El Guelbelkebir,Guelb El Kebir,Medea,Algeria,2915512
907,025 68 61 06,025 68 61 47,apc.bouaiche@yahoo.fr,,commune bouaiche,Bouaiche,Chahbounia,Medea,Algeria,2433345
908,025 71 29 02,025 71 29 20,mezghe.apc@gmail.com,,rue elchahid badji rabah - mezghenna,Mezerana,Tablat,Medea,Algeria,2947376
909,025 74 72 89,025 74 71 53,ouled.brahim2612@gmail.com,,rue  08 mai 1945 - ouled brahim,Ouled Brahim,El Omaria,Medea,Algeria,2587075
910,025 79 58 13,025 79 58 14,apc.tizimahdi@yahoo.fr,,tizi mahdi,Tizi Mahdi,Ouzera,Medea,Algeria,2584701
911,025 75 39 05,025 75 39 08,apcsidiziane2614@gmail.com,,commune sidi ziane,Sidi Ziane,Souaghi,Medea,Algeria,2898796
912,025 79 31 30 ,025 78 31 44,apc-tamezguida@hotmail.fr,www.apc-tamezguida.dz,tamezguida centre,Tamesguida,Medea,Medea,Algeria,2562432
913,025 74 61 75,025 74 61 04 /025 74 61 03,apcelhamdania@gmail.com,,elhamdania,El Hamdania,Ouzera,Medea,Algeria,2571726
914,025 75 09 01,025 75 09 20,apc.keflakhdar@yahoo.com,,rue de premier novembre,Kef Lakhdar,Ain Boucif,Medea,Algeria,2901631
915,025 75 13 15 /025 75 12 05 /025 75 11 06,025 75 12 05,sgchellalet2618@gmail.com,,quartier thaoura,Chellalet El Adhaoura,Chellalet El Adhaoura,Medea,Algeria,2897130
916,025 71 91 90,025 71 91 96,apcbouskene@gmail.com,,bouskene centre,Bouskene,Beni Slimane,Medea,Algeria,2914188
917,025 77 91 83,025 77 91 81,apc2620@gmail.com,,rue tounsi djelloule - rebaia centre,Rebaia,Berrouaghia,Medea,Algeria,2900032
918,025 76 51 91 ,025 76 51 03 ,apcbouchrahil@gmail.com,,rue othmani ahmed,Bouchrahil,Sidi Naamane,Medea,Algeria,2964918
919,025 69 04 02,025 69 04 01,apcohellal2622@gmail.com,,commune ouled hellal,Ouled Hellal,Ouled Antar,Medea,Algeria,2518403
920,025 75 41 99 /025 75 41 04 /025 75 42 04,025 75 41 04 /025 75 41 99,tafraout1985@hotmail.com,,quartier 05 juillet 1962,Tafraout,Chellalat El Adhaoura,Medea,Algeria,2897135
921,025 76 55 08,025 76 55 07,apcbaata@gmail.com,,rue moaouia tahar - baata,Baata,El Omaria,Medea,Algeria,2590266
922,025 70 91 26,025 70 90 06,cellule.boghar@yahoo.fr,,commune boghar,Boghar,Ouled Antar,Medea,Algeria,2523191
923,025 71 83 21,025 71 83 21,apcsidinaamane@gmail.com,,rue hamadi sahraoui,Sidi Naamane,Sidi Naamane,Medea,Algeria,2590284
924,025 74 08 33,025 74 08 34 /025 74 08 35,apcouledbouachra@gmail.com,,commune ouled bouachra centre,Ouled Bouachra,Si Mahdjoub,Medea,Algeria,2540223
925,025 75 31 02 /025 75 31 03,025 75 31 02 /025 75 31 03,apcsidizahar2628@gmail.com,,commune sidi zahar,Sidi Zahar,Souaghi,Medea,Algeria,2898797
926,025 74 91 04,025 74 91 08,commune2harbil26@gmail.com,,commune oued harbil centre,Oued Harbil,Ouamri,Medea,Algeria,2562272
927,025 79 96 37,025 79 96 36,apcbenchicao@gmail.com,,ben chicao,Ben Chicao,Ouzera,Medea,Algeria,2584955
928,025 68 21 60,025 68 21 60,sididemed360@gmail.com,,commune de sidi demed,Sidi Damed,Ain Boucif,Medea,Algeria,2907811
929,025 69 81 01,025 69 81 17,communeaziz@hotmail.com,,"5, boulvard taibi abdelkader commune de aziz",Aziz,Aziz,Medea,Algeria,2433890
930,025 75 01 05,025 75 01 06,apcsouagui215@yahoo.com,,quartier kabeche ahmed souagui,Souagui,Souaghi,Medea,Algeria,2898689
931,025 77 01 83,025 77 02 73,apczoubiria@gmail.com,,zoubiria centre,Zoubiria,Seghouane,Medea,Algeria,2529800
932,025 69 25 45,025 69 25 45,apc.ksar@gmail.com,,rue du khemisti,Ksar El Boukhari,Ksar El Boukhari,Medea,Algeria,2523204
933,025 71 02 16 /025 71 04 02 /025 71 04 22,025 71 02 16 /025 71 04 02 /025 71 04 22,elazizia2636@gmail.com,,rue echahid haddadi mehamed,El Azizia,El Azizia,Medea,Algeria,2924481
934,025 75 72 13,025 75 73 14 /025 75 73 20,apcdjouab@gmail.com,,centre commune djouab,Djouab,Souaghi,Medea,Algeria,2897143
935,025 70 71 44,025 70 71 12,apc.chahbounia@gmail.com,,commune chahbounia,Chahbounia,Chahbounia,Medea,Algeria,2432880
936,025 71 08 12,025 71 08 12,apc.maghraoua@gmail.com,,commune maghraoua,Maghraoua,El Azizia,Medea,Algeria,2930390
937,025 75 50 31 /025 75 50 02,025 75 50 31 /025 75 50 02,apccheniguel2640@gmail.com,,quartier  01 novembre,Cheniguel,Chellalat El Adhaoura,Medea,Algeria,4463370
938,025 75 54 55 /025 75 54 01,025 75 54 55,ainouksir2641@gmail.com,,quartier houari boumediene,Ain Ouksir,Chellalat El Adhaoura,Medea,Algeria,2897101
939,025 68 81 29 ,025 68 81 66,apcoumeldjellil@gmail.com,,oum el djellil centre,Oum El Djalil,Aziz,Medea,Algeria,2437644
940,025 74 81 96,025 74 81 30,communeouamri@gmail.com,,rue chahid ben hacene,Ouamri,Ouamri,Medea,Algeria,2561384
941,025 74 03 04,025 74 02 58,apcsimahdjoub@gmail.com,,rue du martyr mohamed bacherair,Si Mahdjoub,Si Mahdjoub,Medea,Algeria,2583963
942,025 68 01 29,025 68 04 34,apcted@yahoo.fr,,commune tletat ed douair,Tletat Eddouar,Seghouane,Medea,Algeria,2908041
943,025 71 42 02 /025 71 43 10,025 71 48 68 /025 71 53 98,apc_benislimane@yahoo.com,,siege commune de beni slimane,Beni Slimane,Beni Slimane,Medea,Algeria,2914517
944,025 57 92 01 /025 57 95 55 /025 57 95 49 ,025 57 92 14 /025 57 99 02,,,commune de berouaghia,Berrouaghia,Berrouaghia,Medea,Algeria,2537784
945,025 70 78 12,025 70 70 05,apc.seghouane48@gmail.com,,commune saeghouane,Seghouane,Seghouane,Medea,Algeria,2528015
946,025 70 10 21,025 70 10 21,apc.mfatha@gmail.com,,ain thlata,M'Fatha,Ksar El Boukhari,Medea,Algeria,2525270
947,025 72 02 98 /025 72 01 60,025 72 02 98 /025 72 01 60,mihoub2650@gmail.com,,commune mihoub,Mihoub,El Azizia,Medea,Algeria,2938025
948,025 70 50 59,025 70 50 58,apcboughzoul2013@gmail.com,,commune boughazoul,Boughezoul,Chahbounia,Medea,Algeria,2435706
949,025 71 11 08 /025 71 11 60,025 71 11 58,apc2652tablat@gmail.com,,rue mohammed boukhalfa - tablat,Tablat,Tablat,Medea,Algeria,2957959
950,025 71 21 02,025 71 21 04 /025 71 21 25,deuxbassinsapc@gmail.com,,78 rue frère kaidi - deux bassins,Duex Bassins,Tablat,Medea,Algeria,2962878
951,025 79 03 04,025 79 08 61 ,draasmar@gmail.com,www.apc-draasmar.dz,draa smar  centre,Draa Esmar,Medea,Medea,Algeria,2562899
952,025 71 68 84 /025 71 68 50,025 71 68 50 /025 71 68 85,apcsidirabie@gmail.com,,sidi rabie centre,Sidi Errabie,Beni Slimane,Medea,Algeria,2957917
953,025 75 61 25,025 75 61 26,birbenabed@gmail.com,,commune bir ben abed,Bir Ben Laabed,Guelb El Kebir,Medea,Algeria,2920923
954,025 68 71 90,025 68 71 90,apcelaouinet@gmail.com,,commune aouinet centre,El Ouinet,Ain Boucif,Medea,Algeria,2907855
